"","Format","Format label","from bio.tools","from bio.tools label","is_format_of","is_format_of label","parent","parent label"
"375","http://edamontology.org/format_3547","Image format","http://edamontology.org/data_1636|http://edamontology.org/data_2884|http://edamontology.org/data_0872|http://edamontology.org/data_3442|http://edamontology.org/data_2048|http://edamontology.org/data_3424|http://edamontology.org/data_2600|http://edamontology.org/data_3449|http://edamontology.org/data_2968|http://edamontology.org/data_3483|http://edamontology.org/data_0889|http://edamontology.org/data_1713|http://edamontology.org/data_1710|http://edamontology.org/data_1276|http://edamontology.org/data_1772|http://edamontology.org/data_1277|http://edamontology.org/data_1712|http://edamontology.org/data_3111|http://edamontology.org/data_0862|http://edamontology.org/data_1669|http://edamontology.org/data_2080|http://edamontology.org/data_1286|http://edamontology.org/data_0951|http://edamontology.org/data_2589|http://edamontology.org/data_2044|http://edamontology.org/data_2082|http://edamontology.org/data_2012|http://edamontology.org/data_0954|http://edamontology.org/data_0582|http://edamontology.org/data_1017|http://edamontology.org/data_0920|http://edamontology.org/data_1622|http://edamontology.org/data_0006|http://edamontology.org/data_1255|http://edamontology.org/data_1707","Heat map|Plot|Phylogenetic tree|MRI image|Report|Raw image|Pathway or network|Cell migration track image|Image|Spectrum|Structural profile|Fate map|Structure image|Nucleic acid features|Score|Protein features|Chemical structure image|Processed microarray data|Dotplot|P-value|Database search results|Plasmid map|Statistical estimate score|Hierarchy|Sequence|Matrix|Sequence coordinates|Database cross-mapping|Ontology|Sequence range|Genotype/phenotype report|Disease report|Data|Sequence features|Phylogenetic tree image","http://edamontology.org/data_2968","Image","http://edamontology.org/format_2350","Format (by type of data)"
"376","http://edamontology.org/format_3548","DICOM format",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"377","http://edamontology.org/format_3549","nii","http://edamontology.org/data_2968","Image",NA,NA,"http://edamontology.org/format_3547","Image format"
"378","http://edamontology.org/format_3550","mhd",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"379","http://edamontology.org/format_3551","nrrd",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"380","http://edamontology.org/format_3554","R file format","http://edamontology.org/data_2048|http://edamontology.org/data_3111","Report|Processed microarray data",NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"381","http://edamontology.org/format_3555","SPSS",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"382","http://edamontology.org/format_3556","MHTML","http://edamontology.org/data_2600|http://edamontology.org/data_2531|http://edamontology.org/data_1255|http://edamontology.org/data_2858","Pathway or network|Experiment report|Sequence features|Ontology concept",NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"383","http://edamontology.org/format_3578","IDAT","http://edamontology.org/data_0928|http://edamontology.org/data_1714|http://edamontology.org/data_3117","Gene expression profile|Microarray spots image|Microarray hybridisation data","http://edamontology.org/data_3110","Raw microarray data","http://edamontology.org/format_2058","Gene expression report format"
"384","http://edamontology.org/format_3579","JPG",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"385","http://edamontology.org/format_3580","rcc",NA,NA,NA,NA,"http://edamontology.org/format_2058","Gene expression report format"
"386","http://edamontology.org/format_3581","arff",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"387","http://edamontology.org/format_3582","afg",NA,NA,NA,NA,"http://edamontology.org/format_2561","Sequence assembly format (text)"
"388","http://edamontology.org/format_3583","bedgraph","http://edamontology.org/data_2048","Report",NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"389","http://edamontology.org/format_3584","bedstrict",NA,NA,NA,NA,"http://edamontology.org/format_3003","BED"
"390","http://edamontology.org/format_3585","bed6",NA,NA,NA,NA,"http://edamontology.org/format_3584","bedstrict"
"391","http://edamontology.org/format_3586","bed12","http://edamontology.org/data_0863","Sequence alignment",NA,NA,"http://edamontology.org/format_3584","bedstrict"
"392","http://edamontology.org/format_3587","chrominfo",NA,NA,NA,NA,"http://edamontology.org/format_3003","BED"
"393","http://edamontology.org/format_3588","customtrack",NA,NA,NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"394","http://edamontology.org/format_3589","csfasta",NA,NA,NA,NA,"http://edamontology.org/format_2200|http://edamontology.org/format_2554","FASTA-like (text)|Alignment format (text)"
"395","http://edamontology.org/format_3590","hdf5","http://edamontology.org/data_2082","Matrix",NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"396","http://edamontology.org/format_3591","tiff","http://edamontology.org/data_2968|http://edamontology.org/data_3449","Image|Cell migration track image",NA,NA,"http://edamontology.org/format_3547","Image format"
"397","http://edamontology.org/format_3592","bmp","http://edamontology.org/data_2968","Image",NA,NA,"http://edamontology.org/format_3547","Image format"
"398","http://edamontology.org/format_3593","im",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"399","http://edamontology.org/format_3594","pcd",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"400","http://edamontology.org/format_3595","pcx",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"401","http://edamontology.org/format_3596","ppm",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"402","http://edamontology.org/format_3597","psd","http://edamontology.org/data_2854","Position-specific scoring matrix",NA,NA,"http://edamontology.org/format_3547","Image format"
"403","http://edamontology.org/format_3598","xbm",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"404","http://edamontology.org/format_3599","xpm",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"405","http://edamontology.org/format_3600","rgb",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"406","http://edamontology.org/format_3601","pbm",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"407","http://edamontology.org/format_3602","pgm",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"408","http://edamontology.org/format_3603","PNG","http://edamontology.org/data_2884|http://edamontology.org/data_2968|http://edamontology.org/data_1707|http://edamontology.org/data_1710|http://edamontology.org/data_2140","Plot|Image|Phylogenetic tree image|Structure image|Concentration",NA,NA,"http://edamontology.org/format_3547","Image format"
"409","http://edamontology.org/format_3604","SVG","http://edamontology.org/data_2884|http://edamontology.org/data_2600|http://edamontology.org/data_2968|http://edamontology.org/data_1669|http://edamontology.org/data_2082|http://edamontology.org/data_1283|http://edamontology.org/data_2337","Plot|Pathway or network|Image|P-value|Matrix|Cytogenetic map|Resource metadata",NA,NA,"http://edamontology.org/format_3547","Image format"
"410","http://edamontology.org/format_3605","rast",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"411","http://edamontology.org/format_3606","Sequence quality report format (text)",NA,NA,"http://edamontology.org/data_2048","Report","http://edamontology.org/format_2350","Format (by type of data)"
"412","http://edamontology.org/format_3607","qual",NA,NA,NA,NA,"http://edamontology.org/format_3606|http://edamontology.org/format_2182","Sequence quality report format (text)|FASTQ-like format (text)"
"413","http://edamontology.org/format_3608","qualsolexa",NA,NA,NA,NA,"http://edamontology.org/format_3607|http://edamontology.org/format_1933","qual|FASTQ-solexa"
"414","http://edamontology.org/format_3609","qualillumina",NA,NA,NA,NA,"http://edamontology.org/format_3607|http://edamontology.org/format_1931","qual|FASTQ-illumina"
"415","http://edamontology.org/format_3610","qualsolid",NA,NA,NA,NA,"http://edamontology.org/format_3607","qual"
"416","http://edamontology.org/format_3611","qual454",NA,NA,NA,NA,"http://edamontology.org/format_3607","qual"
"417","http://edamontology.org/format_3612","ENCODE peak format",NA,NA,NA,NA,"http://edamontology.org/format_3585","bed6"
"418","http://edamontology.org/format_3613","ENCODE narrow peak format","http://edamontology.org/data_2012","Sequence coordinates",NA,NA,"http://edamontology.org/format_3612","ENCODE peak format"
"419","http://edamontology.org/format_3614","ENCODE broad peak format",NA,NA,NA,NA,"http://edamontology.org/format_3612","ENCODE peak format"
"420","http://edamontology.org/format_3615","bgzip",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"421","http://edamontology.org/format_3616","tabix",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"422","http://edamontology.org/format_3617","Graph format","http://edamontology.org/data_0928|http://edamontology.org/data_2600|http://edamontology.org/data_2884|http://edamontology.org/data_2048|http://edamontology.org/data_1255|http://edamontology.org/data_2166|http://edamontology.org/data_2984","Gene expression profile|Pathway or network|Plot|Report|Sequence features|Sequence composition plot|Pathway or network report",NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"423","http://edamontology.org/format_3618","xgmml",NA,NA,NA,NA,"http://edamontology.org/format_3617","Graph format"
"424","http://edamontology.org/format_3619","sif","http://edamontology.org/data_2600","Pathway or network",NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"425","http://edamontology.org/format_3620","xlsx","http://edamontology.org/data_3112|http://edamontology.org/data_2048|http://edamontology.org/data_2884","Gene expression matrix|Report|Plot",NA,NA,"http://edamontology.org/format_3507","Document format"
"426","http://edamontology.org/format_3621","SQLite format","http://edamontology.org/data_2536|http://edamontology.org/data_3111|http://edamontology.org/data_2080|http://edamontology.org/data_3134|http://edamontology.org/data_1276|http://edamontology.org/data_0943","Mass spectrometry data|Processed microarray data|Database search results|Gene transcript report|Nucleic acid features|Mass spectrometry spectra",NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"427","http://edamontology.org/format_3622","Gemini SQLite format",NA,NA,NA,NA,"http://edamontology.org/format_2921|http://edamontology.org/format_3621","Sequence variation annotation format|SQLite format"
"428","http://edamontology.org/format_3624","snpeffdb",NA,NA,NA,NA,"http://edamontology.org/format_3326","Data index format"
"429","http://edamontology.org/format_3626","MAT","http://edamontology.org/data_2082","Matrix","http://edamontology.org/data_1499","3D-1D scoring matrix","http://edamontology.org/format_3033","Matrix format"
"430","http://edamontology.org/format_3650","netCDF","http://edamontology.org/data_2536","Mass spectrometry data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"431","http://edamontology.org/format_3651","MGF","http://edamontology.org/data_0006|http://edamontology.org/data_2536|http://edamontology.org/data_0943|http://edamontology.org/data_0945","Data|Mass spectrometry data|Mass spectrometry spectra|Peptide identification",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"432","http://edamontology.org/format_3652","dta","http://edamontology.org/data_0006","Data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"433","http://edamontology.org/format_3653","pkl",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"434","http://edamontology.org/format_3654","mzXML","http://edamontology.org/data_0006|http://edamontology.org/data_0943|http://edamontology.org/data_2536","Data|Mass spectrometry spectra|Mass spectrometry data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"435","http://edamontology.org/format_3655","pepXML","http://edamontology.org/data_0945|http://edamontology.org/data_0006|http://edamontology.org/data_2536","Peptide identification|Data|Mass spectrometry data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"436","http://edamontology.org/format_3657","GPML",NA,NA,NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"437","http://edamontology.org/format_3665","K-mer countgraph",NA,NA,NA,NA,"http://edamontology.org/format_3617","Graph format"
"438","http://edamontology.org/format_3681","mzTab","http://edamontology.org/data_2536","Mass spectrometry data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"439","http://edamontology.org/format_3682","imzML metadata file","http://edamontology.org/data_2536","Mass spectrometry data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"440","http://edamontology.org/format_3683","qcML","http://edamontology.org/data_2968","Image",NA,NA,"http://edamontology.org/format_3245|http://edamontology.org/format_3167","Mass spectrometry data format|Experiment annotation format"
"441","http://edamontology.org/format_3684","PRIDE XML",NA,NA,NA,NA,"http://edamontology.org/format_3245|http://edamontology.org/format_3167","Mass spectrometry data format|Experiment annotation format"
"442","http://edamontology.org/format_3685","SED-ML","http://edamontology.org/data_2600","Pathway or network",NA,NA,"http://edamontology.org/format_3167","Experiment annotation format"
"443","http://edamontology.org/format_3686","COMBINE OMEX",NA,NA,NA,NA,"http://edamontology.org/format_2013|http://edamontology.org/format_3167","Biological pathway or network format|Experiment annotation format"
"444","http://edamontology.org/format_3687","ISA-TAB","http://edamontology.org/data_1270","Feature table",NA,NA,"http://edamontology.org/format_2058|http://edamontology.org/format_3167","Gene expression report format|Experiment annotation format"
"445","http://edamontology.org/format_3688","SBtab",NA,NA,NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"446","http://edamontology.org/format_3689","BCML",NA,NA,NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"447","http://edamontology.org/format_3690","BDML",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"448","http://edamontology.org/format_3691","BEL",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"449","http://edamontology.org/format_3692","SBGN-ML","http://edamontology.org/data_2600","Pathway or network",NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"450","http://edamontology.org/format_3693","AGP",NA,NA,NA,NA,"http://edamontology.org/format_2055","Sequence assembly format"
"451","http://edamontology.org/format_3696","PS","http://edamontology.org/data_1255","Sequence features",NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"452","http://edamontology.org/format_3698","SRA format",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"453","http://edamontology.org/format_3699","VDB",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"454","http://edamontology.org/format_3700","Tabix index file format",NA,NA,"http://edamontology.org/data_0955","Data index","http://edamontology.org/format_3326","Data index format"
"455","http://edamontology.org/format_3701","Sequin format",NA,NA,NA,NA,"http://edamontology.org/format_2206","Sequence feature table format (text)"
"456","http://edamontology.org/format_3702","MSF","http://edamontology.org/data_0943|http://edamontology.org/data_2886|http://edamontology.org/data_2536","Mass spectrometry spectra|Protein sequence record|Mass spectrometry data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"457","http://edamontology.org/format_3706","Biodiversity data format","http://edamontology.org/data_3736","Ecological data","http://edamontology.org/data_3707","Biodiversity data","http://edamontology.org/format_2350","Format (by type of data)"
"458","http://edamontology.org/format_3708","ABCD format",NA,NA,"http://edamontology.org/data_3707","Biodiversity data","http://edamontology.org/format_3706","Biodiversity data format"
"459","http://edamontology.org/format_3709","GCT/Res format","http://edamontology.org/data_0006","Data",NA,NA,"http://edamontology.org/format_2058","Gene expression report format"
"460","http://edamontology.org/format_3710","WIFF format","http://edamontology.org/data_0006","Data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"461","http://edamontology.org/format_3711","X!Tandem XML","http://edamontology.org/data_0006|http://edamontology.org/data_0945","Data|Peptide identification",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"462","http://edamontology.org/format_3712","Thermo RAW","http://edamontology.org/data_0006|http://edamontology.org/data_0943","Data|Mass spectrometry spectra",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"463","http://edamontology.org/format_3713","Mascot .dat file","http://edamontology.org/data_0006|http://edamontology.org/data_2536","Data|Mass spectrometry data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"464","http://edamontology.org/format_3714","MaxQuant APL peaklist format","http://edamontology.org/data_0006","Data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"465","http://edamontology.org/format_3725","SBOL",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"466","http://edamontology.org/format_3726","PMML",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"467","http://edamontology.org/format_3727","OME-TIFF",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"468","http://edamontology.org/format_3728","LocARNA PP",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"469","http://edamontology.org/format_3729","dbGaP format",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"470","http://edamontology.org/format_3746","BIOM format","http://edamontology.org/data_3028","Taxonomy",NA,NA,"http://edamontology.org/format_3706","Biodiversity data format"
"471","http://edamontology.org/format_3747","protXML","http://edamontology.org/data_0945","Peptide identification",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"472","http://edamontology.org/format_3748","Linked data format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"473","http://edamontology.org/format_3749","JSON-LD","http://edamontology.org/data_0006","Data",NA,NA,"http://edamontology.org/format_3748","Linked data format"
"474","http://edamontology.org/format_3750","YAML","http://edamontology.org/data_2600|http://edamontology.org/data_0006|http://edamontology.org/data_2977","Pathway or network|Data|Nucleic acid sequence",NA,NA,"http://edamontology.org/format_1915","Format"
"475","http://edamontology.org/format_3751","DSV","http://edamontology.org/data_3112|http://edamontology.org/data_3028|http://edamontology.org/data_2603","Gene expression matrix|Taxonomy|Expression data",NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"476","http://edamontology.org/format_3752","CSV","http://edamontology.org/data_2299|http://edamontology.org/data_2526|http://edamontology.org/data_1270|http://edamontology.org/data_1772|http://edamontology.org/data_2024|http://edamontology.org/data_2048|http://edamontology.org/data_2603|http://edamontology.org/data_2854|http://edamontology.org/data_2872|http://edamontology.org/data_1636|http://edamontology.org/data_2905|http://edamontology.org/data_2812|http://edamontology.org/data_2628|http://edamontology.org/data_1669","Gene name|Text data|Feature table|Score|Enzyme kinetics data|Report|Expression data|Position-specific scoring matrix|ID list|Heat map|Lipid accession|Lipid identifier|BioGRID interaction ID|P-value",NA,NA,"http://edamontology.org/format_3751","DSV"
"477","http://edamontology.org/format_3758","SEQUEST .out file",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"478","http://edamontology.org/format_3764","idXML","http://edamontology.org/data_1277","Protein features",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"479","http://edamontology.org/format_3765","KNIME datatable format",NA,NA,NA,NA,"http://edamontology.org/format_2032","Workflow format"
"480","http://edamontology.org/format_3770","UniProtKB XML",NA,NA,NA,NA,"http://edamontology.org/format_2552|http://edamontology.org/format_2547","Sequence record format (XML)|uniprotkb-like format"
"481","http://edamontology.org/format_3771","UniProtKB RDF",NA,NA,NA,NA,"http://edamontology.org/format_2547","uniprotkb-like format"
"482","http://edamontology.org/format_3772","BioJSON (BioXSD)",NA,NA,"http://edamontology.org/data_0863|http://edamontology.org/data_1255|http://edamontology.org/data_1772|http://edamontology.org/data_2044|http://edamontology.org/data_3108","Sequence alignment|Sequence features|Score|Sequence|Experimental measurement","http://edamontology.org/format_1919|http://edamontology.org/format_2571|http://edamontology.org/format_1921|http://edamontology.org/format_1920","Sequence record format|Raw sequence format|Alignment format|Sequence feature annotation format"
"483","http://edamontology.org/format_3773","BioYAML",NA,NA,"http://edamontology.org/data_0863|http://edamontology.org/data_1255|http://edamontology.org/data_1772|http://edamontology.org/data_2044|http://edamontology.org/data_3108","Sequence alignment|Sequence features|Score|Sequence|Experimental measurement","http://edamontology.org/format_1919|http://edamontology.org/format_2571|http://edamontology.org/format_1921|http://edamontology.org/format_1920","Sequence record format|Raw sequence format|Alignment format|Sequence feature annotation format"
"484","http://edamontology.org/format_3774","BioJSON (Jalview)",NA,NA,"http://edamontology.org/data_0863|http://edamontology.org/data_1255","Sequence alignment|Sequence features","http://edamontology.org/format_1921|http://edamontology.org/format_1920","Alignment format|Sequence feature annotation format"
"485","http://edamontology.org/format_3775","GSuite",NA,NA,NA,NA,"http://edamontology.org/format_1920","Sequence feature annotation format"
"486","http://edamontology.org/format_3776","BTrack",NA,NA,NA,NA,"http://edamontology.org/format_1920|http://edamontology.org/format_2548|http://edamontology.org/format_2919","Sequence feature annotation format|Sequence feature table format|Sequence annotation track format"
"487","http://edamontology.org/format_3777","MCPD",NA,NA,"http://edamontology.org/data_2530|http://edamontology.org/data_3113|http://edamontology.org/data_3567","Organism report|Sample annotation|Reference sample report","http://edamontology.org/format_3706","Biodiversity data format"
"488","http://edamontology.org/format_3780","Annotated text format","http://edamontology.org/data_2526|http://edamontology.org/data_3108","Text data|Experimental measurement","http://edamontology.org/data_3779","Annotated text","http://edamontology.org/format_2350","Format (by type of data)"
"489","http://edamontology.org/format_3781","PubAnnotation format",NA,NA,NA,NA,"http://edamontology.org/format_3780","Annotated text format"
"490","http://edamontology.org/format_3782","BioC",NA,NA,NA,NA,"http://edamontology.org/format_3780","Annotated text format"
"491","http://edamontology.org/format_3783","PubTator format",NA,NA,NA,NA,"http://edamontology.org/format_3780","Annotated text format"
"492","http://edamontology.org/format_3784","Open Annotation format",NA,NA,NA,NA,"http://edamontology.org/format_3780|http://edamontology.org/format_3749","Annotated text format|JSON-LD"
"493","http://edamontology.org/format_3785","BioNLP Shared Task format",NA,NA,NA,NA,"http://edamontology.org/format_3780","Annotated text format"
"494","http://edamontology.org/format_3787","Query language",NA,NA,"http://edamontology.org/data_3786","Query script","http://edamontology.org/format_2350","Format (by type of data)"
"495","http://edamontology.org/format_3788","SQL",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"496","http://edamontology.org/format_3789","XQuery",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"497","http://edamontology.org/format_3790","SPARQL",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"498","http://edamontology.org/format_3804","xsd",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"499","http://edamontology.org/format_3811","XMFA",NA,NA,NA,NA,"http://edamontology.org/format_2200|http://edamontology.org/format_2554","FASTA-like (text)|Alignment format (text)"
"500","http://edamontology.org/format_3812","GEN",NA,NA,NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"501","http://edamontology.org/format_3813","SAMPLE file format",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"502","http://edamontology.org/format_3814","SDF","http://edamontology.org/data_1463","Small molecule structure",NA,NA,"http://edamontology.org/format_2030","Chemical data format"
"503","http://edamontology.org/format_3815","Molfile",NA,NA,NA,NA,"http://edamontology.org/format_2030","Chemical data format"
"504","http://edamontology.org/format_3816","Mol2",NA,NA,NA,NA,"http://edamontology.org/format_2030","Chemical data format"
"505","http://edamontology.org/format_3817","latex",NA,NA,NA,NA,"http://edamontology.org/format_3507","Document format"
"506","http://edamontology.org/format_3818","ELAND format",NA,NA,NA,NA,"http://edamontology.org/format_2561","Sequence assembly format (text)"
"507","http://edamontology.org/format_3819","Relaxed PHYLIP Interleaved",NA,NA,NA,NA,"http://edamontology.org/format_2924","Phylip format variant"
"508","http://edamontology.org/format_3820","Relaxed PHYLIP Sequential",NA,NA,NA,NA,"http://edamontology.org/format_2924","Phylip format variant"
"509","http://edamontology.org/format_3821","VisML",NA,NA,NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"510","http://edamontology.org/format_3822","GML",NA,NA,NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"511","http://edamontology.org/format_3823","FASTG",NA,NA,NA,NA,"http://edamontology.org/format_2561","Sequence assembly format (text)"
"512","http://edamontology.org/format_3824","Raw NMR data format",NA,NA,"http://edamontology.org/data_3488","NMR spectrum","http://edamontology.org/format_2350","Format (by type of data)"
"513","http://edamontology.org/format_3825","nmrML","http://edamontology.org/data_3488","NMR spectrum",NA,NA,"http://edamontology.org/format_3824","Raw NMR data format"
"514","http://edamontology.org/format_3826","proBAM",NA,NA,NA,NA,"http://edamontology.org/format_2920|http://edamontology.org/format_2057","Alignment format (pair only)|Sequence trace format"
"515","http://edamontology.org/format_3827","proBED",NA,NA,NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"516","http://edamontology.org/format_3828","Raw microarray data format",NA,NA,"http://edamontology.org/data_3110","Raw microarray data","http://edamontology.org/format_2350","Format (by type of data)"
"517","http://edamontology.org/format_3829","GPR",NA,NA,NA,NA,"http://edamontology.org/format_3828","Raw microarray data format"
"518","http://edamontology.org/format_3830","ARB",NA,NA,NA,NA,"http://edamontology.org/format_1921","Alignment format"
"519","http://edamontology.org/format_3832","consensusXML",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"520","http://edamontology.org/format_3833","featureXML",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"521","http://edamontology.org/format_3834","mzData",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"522","http://edamontology.org/format_3835","TIDE TXT",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"523","http://edamontology.org/format_3836","BLAST XML v2 results format",NA,NA,NA,NA,"http://edamontology.org/format_1333","BLAST results"
"524","http://edamontology.org/format_3838","pptx",NA,NA,NA,NA,"http://edamontology.org/format_3547","Image format"
"525","http://edamontology.org/format_3839","ibd",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"526","http://edamontology.org/format_3841","NLP format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"527","http://edamontology.org/format_3843","BEAST",NA,NA,NA,NA,"http://edamontology.org/format_2552","Sequence record format (XML)"
"528","http://edamontology.org/format_3844","Chado-XML",NA,NA,NA,NA,"http://edamontology.org/format_2552","Sequence record format (XML)"
"529","http://edamontology.org/format_3845","HSAML",NA,NA,NA,NA,"http://edamontology.org/format_2555","Alignment format (XML)"
"530","http://edamontology.org/format_3846","InterProScan XML",NA,NA,NA,NA,"http://edamontology.org/format_3097","Protein domain classification format"
"531","http://edamontology.org/format_3847","KGML",NA,NA,NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"532","http://edamontology.org/format_3848","PubMed XML",NA,NA,NA,NA,"http://edamontology.org/format_2848","Bibliographic reference format"
"533","http://edamontology.org/format_3849","MSAML",NA,NA,NA,NA,"http://edamontology.org/format_1921","Alignment format"
"534","http://edamontology.org/format_3850","OrthoXML",NA,NA,NA,NA,"http://edamontology.org/format_2552|http://edamontology.org/format_2031","Sequence record format (XML)|Gene annotation format"
"535","http://edamontology.org/format_3851","PSDML",NA,NA,NA,NA,"http://edamontology.org/format_1920","Sequence feature annotation format"
"536","http://edamontology.org/format_3852","SeqXML",NA,NA,NA,NA,"http://edamontology.org/format_2552","Sequence record format (XML)"
"537","http://edamontology.org/format_3853","UniParc XML",NA,NA,NA,NA,"http://edamontology.org/format_1920","Sequence feature annotation format"
"538","http://edamontology.org/format_3854","UniRef XML",NA,NA,NA,NA,"http://edamontology.org/format_1920","Sequence feature annotation format"
"539","http://edamontology.org/format_3857","CWL",NA,NA,NA,NA,"http://edamontology.org/format_2032","Workflow format"
"540","http://edamontology.org/format_3858","Waters RAW",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"541","http://edamontology.org/format_3859","JCAMP-DX",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"542","http://edamontology.org/format_3862","NLP annotation format",NA,NA,NA,NA,"http://edamontology.org/format_3841","NLP format"
"543","http://edamontology.org/format_3863","NLP corpus format",NA,NA,NA,NA,"http://edamontology.org/format_3862","NLP annotation format"
"544","http://edamontology.org/format_3864","mirGFF3",NA,NA,NA,NA,"http://edamontology.org/format_1975|http://edamontology.org/format_3865","GFF3|RNA annotation format"
"545","http://edamontology.org/format_3865","RNA annotation format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
